    2         2         1       0.957793D+00     0.502200D+00
    3         3         1       0.116812D+01     0.341907D+00
    4         4         1       0.130555D+01     0.132785D+00

    5         1         2       0.781820D+00     0.183039D+01
    6         2         2       0.107071D+01     0.455560D+00
    7         3         2       0.124118D+01     0.267580D+00
    8         4         2       0.134049D+01     0.981996D-01

    9         1         3       0.781820D+00     0.183039D+01
   10         2         3       0.107071D+01     0.455560D+00
   11         3         3       0.124118D+01     0.267580D+00
   12         4         3       0.134049D+01     0.981996D-01

   13         1         4       0.663040D+00     0.164814D+01
   14         2         4       0.957793D+00     0.502200D+00
   15         3         4       0.116812D+01     0.341907D+00
   16         4         4       0.130555D+01     0.132785D+00

T I M E   S T E P   N U M B E R  ( it ):   51

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659607787645D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637132197308D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170719057740D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663051D+00     0.164817D+01
    2         2         1       0.957811D+00     0.502212D+00
    3         3         1       0.116814D+01     0.341916D+00
    4         4         1       0.130558D+01     0.132789D+00

    5         1         2       0.781833D+00     0.183042D+01
    6         2         2       0.107073D+01     0.455569D+00
    7         3         2       0.124120D+01     0.267586D+00
    8         4         2       0.134051D+01     0.982018D-01

    9         1         3       0.781833D+00     0.183042D+01
   10         2         3       0.107073D+01     0.455569D+00
   11         3         3       0.124120D+01     0.267586D+00
   12         4         3       0.134051D+01     0.982018D-01

   13         1         4       0.663051D+00     0.164817D+01
   14         2         4       0.957811D+00     0.502212D+00
   15         3         4       0.116814D+01     0.341916D+00
   16         4         4       0.130558D+01     0.132789D+00

T I M E   S T E P   N U M B E R  ( it ):   52

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659620114875D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637144104498D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170722248262D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663061D+00     0.164820D+01
    2         2         1       0.957829D+00     0.502223D+00
    3         3         1       0.116817D+01     0.341924D+00
    4         4         1       0.130560D+01     0.132793D+00

    5         1         2       0.781845D+00     0.183045D+01
    6         2         2       0.107074D+01     0.455578D+00
    7         3         2       0.124122D+01     0.267592D+00
    8         4         2       0.134054D+01     0.982039D-01

    9         1         3       0.781845D+00     0.183045D+01
   10         2         3       0.107074D+01     0.455578D+00
   11         3         3       0.124122D+01     0.267592D+00
   12         4         3       0.134054D+01     0.982039D-01

   13         1         4       0.663061D+00     0.164820D+01
   14         2         4       0.957829D+00     0.502223D+00
   15         3         4       0.116817D+01     0.341924D+00
   16         4         4       0.130560D+01     0.132793D+00

T I M E   S T E P   N U M B E R  ( it ):   53

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659631606965D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637155205004D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170725222634D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663071D+00     0.164823D+01
    2         2         1       0.957845D+00     0.502234D+00
    3         3         1       0.116819D+01     0.341932D+00
    4         4         1       0.130563D+01     0.132796D+00

    5         1         2       0.781856D+00     0.183048D+01
    6         2         2       0.107076D+01     0.455586D+00
    7         3         2       0.124125D+01     0.267597D+00
    8         4         2       0.134056D+01     0.982058D-01

    9         1         3       0.781856D+00     0.183048D+01
   10         2         3       0.107076D+01     0.455586D+00
   11         3         3       0.124125D+01     0.267597D+00
   12         4         3       0.134056D+01     0.982058D-01

   13         1         4       0.663071D+00     0.164823D+01
   14         2         4       0.957845D+00     0.502234D+00
   15         3         4       0.116819D+01     0.341932D+00
   16         4         4       0.130563D+01     0.132796D+00

T I M E   S T E P   N U M B E R  ( it ):   54

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659642473586D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637165701354D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170728035123D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663080D+00     0.164825D+01
    2         2         1       0.957860D+00     0.502244D+00
    3         3         1       0.116821D+01     0.341939D+00
    4         4         1       0.130565D+01     0.132799D+00

    5         1         2       0.781866D+00     0.183050D+01
    6         2         2       0.107078D+01     0.455594D+00
    7         3         2       0.124127D+01     0.267602D+00
    8         4         2       0.134059D+01     0.982077D-01

    9         1         3       0.781866D+00     0.183050D+01
   10         2         3       0.107078D+01     0.455594D+00
   11         3         3       0.124127D+01     0.267602D+00
   12         4         3       0.134059D+01     0.982077D-01

   13         1         4       0.663080D+00     0.164825D+01
   14         2         4       0.957860D+00     0.502244D+00
   15         3         4       0.116821D+01     0.341939D+00
   16         4         4       0.130565D+01     0.132799D+00

T I M E   S T E P   N U M B E R  ( it ):   55

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659652719672D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637175598313D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170730687005D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663089D+00     0.164828D+01
    2         2         1       0.957875D+00     0.502254D+00
    3         3         1       0.116823D+01     0.341946D+00
    4         4         1       0.130568D+01     0.132802D+00

    5         1         2       0.781876D+00     0.183053D+01
    6         2         2       0.107079D+01     0.455601D+00
    7         3         2       0.124128D+01     0.267607D+00
    8         4         2       0.134061D+01     0.982094D-01

    9         1         3       0.781876D+00     0.183053D+01
   10         2         3       0.107079D+01     0.455601D+00
   11         3         3       0.124128D+01     0.267607D+00
   12         4         3       0.134061D+01     0.982094D-01

   13         1         4       0.663089D+00     0.164828D+01
   14         2         4       0.957875D+00     0.502254D+00
   15         3         4       0.116823D+01     0.341946D+00
   16         4         4       0.130568D+01     0.132802D+00

T I M E   S T E P   N U M B E R  ( it ):   56

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659662371488D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637184921252D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170733185079D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663097D+00     0.164830D+01
    2         2         1       0.957889D+00     0.502263D+00
    3         3         1       0.116825D+01     0.341952D+00
    4         4         1       0.130570D+01     0.132805D+00

    5         1         2       0.781885D+00     0.183055D+01
    6         2         2       0.107080D+01     0.455608D+00
    7         3         2       0.124130D+01     0.267612D+00
    8         4         2       0.134063D+01     0.982111D-01

    9         1         3       0.781885D+00     0.183055D+01
   10         2         3       0.107080D+01     0.455608D+00
   11         3         3       0.124130D+01     0.267612D+00
   12         4         3       0.134063D+01     0.982111D-01

   13         1         4       0.663097D+00     0.164830D+01
   14         2         4       0.957889D+00     0.502263D+00
   15         3         4       0.116825D+01     0.341952D+00
   16         4         4       0.130570D+01     0.132805D+00

T I M E   S T E P   N U M B E R  ( it ):   57

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659671496077D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637193734928D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170735546696D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663105D+00     0.164832D+01
    2         2         1       0.957902D+00     0.502272D+00
    3         3         1       0.116826D+01     0.341959D+00
    4         4         1       0.130572D+01     0.132807D+00

    5         1         2       0.781894D+00     0.183057D+01
    6         2         2       0.107082D+01     0.455614D+00
    7         3         2       0.124132D+01     0.267616D+00
    8         4         2       0.134065D+01     0.982127D-01

    9         1         3       0.781894D+00     0.183057D+01
   10         2         3       0.107082D+01     0.455614D+00
   11         3         3       0.124132D+01     0.267616D+00
   12         4         3       0.134065D+01     0.982127D-01

   13         1         4       0.663105D+00     0.164832D+01
   14         2         4       0.957902D+00     0.502272D+00
   15         3         4       0.116826D+01     0.341959D+00
   16         4         4       0.130572D+01     0.132807D+00

T I M E   S T E P   N U M B E R  ( it ):   58

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659680107567D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637202052988D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170737775514D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663112D+00     0.164834D+01
    2         2         1       0.957914D+00     0.502280D+00
    3         3         1       0.116828D+01     0.341964D+00
    4         4         1       0.130574D+01     0.132810D+00

    5         1         2       0.781902D+00     0.183059D+01
    6         2         2       0.107083D+01     0.455620D+00
    7         3         2       0.124133D+01     0.267620D+00
    8         4         2       0.134067D+01     0.982142D-01

    9         1         3       0.781902D+00     0.183059D+01
   10         2         3       0.107083D+01     0.455620D+00
   11         3         3       0.124133D+01     0.267620D+00
   12         4         3       0.134067D+01     0.982142D-01

   13         1         4       0.663112D+00     0.164834D+01
   14         2         4       0.957914D+00     0.502280D+00
   15         3         4       0.116828D+01     0.341964D+00
   16         4         4       0.130574D+01     0.132810D+00

T I M E   S T E P   N U M B E R  ( it ):   59

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659688242149D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637209910391D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170739880898D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663119D+00     0.164836D+01
    2         2         1       0.957926D+00     0.502287D+00
    3         3         1       0.116830D+01     0.341970D+00
    4         4         1       0.130576D+01     0.132812D+00

    5         1         2       0.781910D+00     0.183061D+01
    6         2         2       0.107084D+01     0.455626D+00
    7         3         2       0.124135D+01     0.267624D+00
    8         4         2       0.134068D+01     0.982156D-01

    9         1         3       0.781910D+00     0.183061D+01
   10         2         3       0.107084D+01     0.455626D+00
   11         3         3       0.124135D+01     0.267624D+00
   12         4         3       0.134068D+01     0.982156D-01

   13         1         4       0.663119D+00     0.164836D+01
   14         2         4       0.957926D+00     0.502287D+00
   15         3         4       0.116830D+01     0.341970D+00
   16         4         4       0.130576D+01     0.132812D+00

T I M E   S T E P   N U M B E R  ( it ):   60

N O R M A L   C O E F F I C I E N T  ( CN ) =  0.659695935998D+00
L I F T   C O E F F I C I E N T  ( CL ) = -0.637217342078D+00
D R A G   C O E F F I C I E N T  ( CD ) = -0.170741872213D+00

E L E M E N T   G R O U P   D A T A

 ELM. NO.   ROW NO.   COL NO.          GT            Cp
    1         1         1       0.663126D+00     0.164838D+01
    2         2         1       0.957937D+00     0.502295D+00
    3         3         1       0.116831D+01     0.341975D+00
    4         4         1       0.130577D+01     0.132814D+00

    5         1         2       0.781918D+00     0.183063D+01
    6         2         2       0.107085D+01     0.455632D+00
    7         3         2       0.124136D+01     0.267627D+00
    8         4         2       0.134070D+01     0.982170D-01

    9         1         3       0.781918D+00     0.183063D+01
   10         2         3       0.107085D+01     0.455632D+00
   11         3         3       0.124136D+01     0.267627D+00
   12         4         3       0.134070D+01     0.982170D-01

   13         1         4       0.663126D+00     0.164838D+01
   14         2         4       0.957937D+00     0.502295D+00
   15         3         4       0.116831D+01     0.341975D+00
   16         4         4       0.130577D+01     0.132814D+00

